datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2007-01-03,1014.054000094533,196.7280002310872,350722.20989990234,4340.200031876564,0.0,344.0,4765.0,11791.899999856949
2007-01-04,3259.412000775337,202.30200017243624,345240.4301452637,13648.600036859512,1051.0,7597.0,10896.0,34779.53327083588
2007-01-05,2713.3639991879463,173.15400042012334,346313.89973449707,11354.600036025047,1483.0,379.0,7602.0,35758.73337554932
2007-01-06,1508.377999380231,192.18800086528063,345129.20013427734,6543.19998216629,1336.0,402.0,5678.0,17723.63334417343
2007-01-07,2447.62000015378,246.07400024682283,346899.57986450195,10487.000010728836,1987.0,8177.0,12810.0,17819.66665506363
2007-01-08,2241.3600004017353,207.56800051778555,344990.80992126465,9434.400006890297,0.0,467.0,17547.0,19341.999987363815
2007-01-09,1869.0540005266666,207.24800047650933,346302.0300292969,7950.399986147881,1688.0,4267.0,9790.0,15405.899975538254
2007-01-10,2154.7999980449677,228.45200041681528,347079.52980041504,9155.20001578331,771.0,4456.0,11012.0,19674.333328723907
2007-01-11,2255.194000482559,230.0200010202825,347264.1898651123,9588.000033855438,1378.0,2170.0,12415.0,21623.566682100296
2007-01-12,1461.2960011065006,199.14000060781837,347815.02018737793,6205.199979484081,0.0,439.0,8276.0,15639.933326721191
2007-01-13,3186.8140026181936,290.73600048571825,344568.3999786377,13612.39999139309,7806.0,2975.0,11341.0,30991.566685438156
2007-01-14,3009.442002028227,227.27800001576543,343904.4800567627,12912.199980080128,1777.0,4215.0,12975.0,31190.366734027863
2007-01-15,2148.67800244689,174.86000027507544,347386.9100189209,9016.599966347218,1099.0,2239.0,15163.0,17310.29998731613
2007-01-16,1686.403999954462,185.4280006289482,348400.44985961914,7165.400006830692,2063.0,644.0,6583.0,18816.733308553696
2007-01-17,2847.687998652458,200.75200041010976,347047.5600128174,11928.80002695322,3500.0,5737.0,16064.0,22160.46665906906
2007-01-18,1821.462001875043,177.71200049296021,346886.7798614502,7693.199975967407,0.0,336.0,13491.0,16530.69999074936
2007-01-19,1480.440001130104,170.05200051516294,345831.7599029541,6301.799989044666,2103.0,330.0,7172.0,15068.999965190887
2007-01-20,3133.7319983690977,238.36200038343668,343969.15997314453,13461.200011253357,4324.0,5222.0,11440.0,31242.866726636887
2007-01-21,3407.262001425028,229.73600056767464,344114.0901489258,14674.600002288818,10346.0,5567.0,11599.0,29275.700001716614
2007-01-22,2180.4939984977245,168.64200048148632,347908.50994873047,9151.600031256676,1054.0,2983.0,11361.0,20943.56668829918
2007-01-23,1777.6400024145842,138.2800004966557,349578.07986450195,7575.600004851818,0.0,1064.0,5061.0,23502.333328723907
2007-01-24,2987.853997051716,178.06000008434057,347699.0798034668,12576.399989128113,3464.0,2480.0,11744.0,32109.566581487656
2007-01-25,1596.343997552991,144.16000048071146,350531.08026123047,6666.199981331825,1158.0,262.0,11239.0,13946.73336315155
2007-01-26,1617.9720006585121,142.9020001925528,349591.3801269531,6798.799999296665,1163.0,261.0,8238.0,17304.200034856796
2007-01-27,2044.072000682354,148.24200035259128,347927.8601074219,8567.800014078617,1170.0,3896.0,12374.0,16627.866661071777
2007-01-28,3091.5880045443773,153.42600029706955,346039.2601928711,13149.000030398369,3466.0,3998.0,12063.0,31999.46667408943
2007-01-29,1982.6639985442162,165.696000225842,346938.61947631836,8336.000011205673,1123.0,294.0,15254.0,16373.399990797043
2007-01-30,1707.797998920083,180.9340006634593,348250.8597717285,7240.600016236305,1123.0,1424.0,8149.0,17767.300003051758
2007-01-31,2363.7520012408495,185.98800039291382,345486.43029785156,9969.999996066093,0.0,5950.0,15052.0,18393.866735696793
2007-02-01,1824.759999498725,150.2640004567802,346164.6800994873,7678.800004601479,1170.0,386.0,13145.0,15711.666675806046
2007-02-02,1667.7360004931688,139.54200014844537,346081.5202331543,7014.000006914139,0.0,356.0,11338.0,16101.600014448166
2007-02-03,4029.72200204432,245.82400013878942,344030.6801452637,17015.000007748604,4746.0,4573.0,17834.0,40009.0332531929
2007-02-04,3595.940001145005,186.49400044605136,345072.0001068115,15214.200029969215,3391.0,4597.0,14472.0,37472.33332633972
2007-02-05,1645.280000820756,147.2280003093183,346766.84996032715,6941.400013685226,896.0,2564.0,7849.0,16112.333327293396
2007-02-06,1273.4800002127886,142.56600017473102,347420.38986206055,5431.600007414818,1185.0,405.0,4517.0,15117.66665840149
2007-02-07,2328.0179983079433,177.70800026133657,347255.56004333496,9779.999997377396,3299.0,3513.0,11986.0,20002.300043582916
2007-02-08,1801.4140006899834,138.89600018039346,348188.1198425293,7557.599982500076,2226.0,366.0,10157.0,17274.566645860672
2007-02-09,1620.197998702526,158.06600030884147,348106.2400970459,6807.20001411438,0.0,3045.0,9770.0,14188.299981832504
2007-02-10,2829.328001409769,192.974000133574,345653.02995300293,11957.400027871132,5071.0,2831.0,14405.0,24848.466666698456
2007-02-11,3571.2280009388924,204.3140004351735,344888.8500366211,15158.600043058395,2430.0,4765.0,13114.0,39211.46667051315
2007-02-12,1877.610000833869,136.70400023832917,345741.83978271484,7925.000009655952,2227.0,399.0,11517.0,17150.499976158142
2007-02-13,1414.545999467373,134.67800023406744,347280.27001953125,5967.000003814697,0.0,2828.0,6256.0,14491.766682624817
2007-02-14,2498.6720022708178,202.5060002245009,346140.5598144531,10533.800013542175,3295.0,3793.0,11579.0,22977.53333425522
2007-02-15,1985.3460021466017,165.96400009840727,346563.6800842285,8381.200038552284,0.0,2363.0,14028.0,16698.10001850128
2007-02-16,1702.5279985666275,151.6860003620386,346782.1600341797,7267.000006198883,1148.0,859.0,8689.0,17679.466732025146
2007-02-17,2076.911999642849,238.96800061687827,344615.0898590088,8825.999981760979,1765.0,2226.0,7157.0,23467.19996881485
2007-02-18,3829.7620047181845,255.52200017124414,344405.95988464355,16183.999974250793,6107.0,8003.0,13129.0,36590.366669654846
2007-02-19,2186.613996833563,176.5840005427599,345297.00007629395,9276.800015807152,1634.0,2900.0,13085.0,18824.566695451736
2007-02-20,3149.928005695343,187.15800009667873,345406.2399902344,13202.599989652634,2058.0,5191.0,9713.0,35536.80000114441
2007-02-21,2072.873998582363,189.87000051885843,346263.79008483887,8747.200011491776,3527.0,2332.0,11548.0,17140.899998426437
2007-02-22,3374.356002032757,138.46000054851174,343628.62020874023,14214.199975013733,1411.0,4132.0,12287.0,38409.26661014557
2007-02-23,1313.4799998253584,149.34400037303567,346587.7899017334,5508.600006520748,0.0,503.0,10786.0,10602.333352088928
2007-02-24,714.922000810504,122.20200017094612,345402.8702545166,3003.599997341633,0.0,363.0,3562.0,7990.366711139679
2007-02-25,501.7399994879961,113.73600034415722,348021.429977417,2105.5999989509583,0.0,329.0,1660.0,6373.3333740234375
2007-02-26,568.4840009510517,108.28000009804964,347433.96980285645,2388.79999679327,0.0,331.0,2830.0,6313.733349323273
2007-02-27,518.1120011359453,113.20400033146143,349839.75004577637,2195.3999975323677,0.0,314.0,1924.0,6397.200021743774
2007-02-28,520.7740005105734,113.37200030684471,348709.80975341797,2200.9999973773956,0.0,340.0,1973.0,6366.566685199738
2007-03-01,517.5640007555485,107.62800023704767,347502.81994628906,2172.7999941706657,0.0,316.0,1980.0,6330.066682100296
2007-03-02,515.6880009770393,107.00800018757582,346451.9002838135,2169.799994766712,0.0,340.0,1969.0,6285.800004720688
2007-03-03,819.1219998598099,134.9920002631843,347454.8402252197,3457.599988937378,0.0,347.0,4597.0,8708.033343553543
2007-03-04,2090.6999990195036,175.6819999292493,345642.9098968506,8867.79999858141,1476.0,8711.0,9408.0,15249.99998140335
2007-03-05,2660.332002043724,205.95600028336048,345644.5102844238,11290.000003635883,5727.0,12109.0,10026.0,16476.86664867401
2007-03-06,1246.4999990016222,186.14800039678812,347022.8198547363,5321.799994587898,0.0,1740.0,4700.0,14334.999995470047
2007-03-07,2375.205997824669,171.20000037178397,346065.9301452637,9986.400006592274,1076.0,4761.0,15513.0,18236.766689300537
2007-03-08,1572.1320029497147,187.4040003940463,346558.21002197266,6717.799992084503,2180.0,3385.0,6655.0,13982.200002908707
2007-03-09,1272.6119991242886,119.23800018802285,346879.3902282715,5373.000006318092,1093.0,345.0,8631.0,11141.199982643127
2007-03-10,2484.7119953781366,243.52800011262298,345316.0802154541,10572.399986624718,4130.0,5422.0,10979.0,20880.866654396057
2007-03-11,3480.6360011547804,173.3740005493164,345610.50004577637,14575.000040769577,4810.0,3420.0,9500.0,40280.600039720535
2007-03-12,1950.6680006235838,134.4220001772046,346404.5499572754,8248.999990701675,1403.0,2841.0,12353.0,15914.133375644684
2007-03-13,1290.1439973711967,126.71800015121698,346893.07012939453,5480.199993848801,1350.0,3859.0,5323.0,10970.399996519089
2007-03-14,1793.3639994114637,157.52199997752905,346719.299911499,7585.200014233589,3485.0,480.0,8607.0,17317.399996757507
2007-03-15,1884.8140003085136,159.32600029185414,346003.91006469727,7953.400005757809,0.0,3263.0,11036.0,17114.566654205322
2007-03-16,1702.0539989769459,130.20800035446882,344919.0698547363,7189.000015735626,1106.0,4604.0,5370.0,17287.566685676575
2007-03-17,2028.0900043547153,127.06800016388297,343043.4999847412,8562.400005698204,2208.0,359.0,12275.0,18959.500061035156
2007-03-18,2371.0459973216057,241.4500005505979,347108.86015319824,10091.399989008904,6564.0,7369.0,5856.0,19728.43332839012
2007-03-19,2152.5179994106293,144.7640002965927,346315.81007385254,9046.000015735626,1648.0,2686.0,14118.0,17423.300010442734
2007-03-20,2086.2280021309853,164.87000023201108,346774.52018737793,8857.800020694733,3745.0,2837.0,11255.0,16933.466693401337
2007-03-21,2142.0920013040304,142.83000042289495,347020.77003479004,8981.599995613098,1865.0,4133.0,12335.0,17368.533306360245
2007-03-22,1454.9780025184155,113.82600011304021,348139.4800262451,6081.199986279011,353.0,736.0,10462.0,12698.633348703384
2007-03-23,1309.0080007612705,119.48800031468272,347969.4899291992,5477.40000975132,1127.0,777.0,8369.0,11543.799970149994
2007-03-24,2968.4299965798855,191.02400018274784,345174.4400482178,12532.799993276596,3707.0,5797.0,16382.0,23587.83332300186
2007-03-25,3338.403998583555,236.1240001693368,345644.2397766113,13999.999981880188,4630.0,3600.0,9375.0,38035.06665611267
2007-03-26,1416.082001209259,160.96600053459406,347525.009765625,6023.599994897842,1088.0,344.0,9096.0,13073.36665725708
2007-03-27,1105.140002116561,151.72600030899048,346466.8502044678,4747.0000067949295,0.0,3019.0,3697.0,11703.000024318695
2007-03-28,2333.89800144732,196.51800054311752,346240.23988342285,9870.600004434586,1122.0,8527.0,13888.0,15361.300076246262
2007-03-29,1590.4059964567423,198.69600044563413,346372.82989501953,6734.599999129772,1162.0,460.0,10724.0,14160.766648292542
2007-03-30,1402.3939993679523,181.12800032272935,347096.48991394043,6033.000014424324,1094.0,468.0,8217.0,13594.233275413513
2007-03-31,3509.510004401207,231.50400032103062,344535.5099182129,14781.200012922287,2620.0,7707.0,17682.0,30482.833347320557
2007-04-01,2785.951999679208,202.55200032144785,345635.25997924805,11735.200002789497,4629.0,5401.0,19509.0,16893.53333926201
2007-04-02,1960.7779992371798,174.3360003195703,346262.5699005127,8226.199984192848,1755.0,970.0,16641.0,13313.63336801529
2007-04-03,1642.820000320673,168.76000028848648,346327.13999938965,6978.600007891655,3630.0,1042.0,7637.0,15071.3333466053
2007-04-04,2051.8680007606745,172.31800036132336,346077.77001953125,8620.200013279915,3434.0,420.0,14748.0,15595.799968242645
2007-04-05,1844.0780034512281,244.53800036013126,347289.26986694336,7907.800009846687,1086.0,4277.0,10523.0,14848.633333921432
2007-04-06,1601.1400019824505,143.2140002772212,347305.6098327637,6751.599993109703,0.0,5466.0,9166.0,12053.666691064835
2007-04-07,1553.9239996522665,138.73000034317374,346145.17010498047,6573.000012636185,1127.0,3111.0,5923.0,15737.733362436295
2007-04-08,1608.8159980773926,135.88200034946203,346102.8200683594,6796.599991381168,0.0,485.0,3545.0,22783.600018262863
2007-04-09,1000.9199997782707,160.11000046506524,346392.69999694824,4283.399996101856,2667.0,514.0,3801.0,9700.000020503998
2007-04-10,777.3639999479055,148.9400002360344,346771.7299346924,3380.199984431267,209.0,742.0,2572.0,9433.066696882248
2007-04-11,887.4819983690977,192.44600023701787,347262.9498138428,3770.999989748001,0.0,1112.0,6421.0,7258.36666226387
2007-04-12,537.706001996994,147.81200028210878,345968.730178833,2301.000002026558,0.0,541.0,1818.0,6602.766677856445
2007-04-13,551.0220010727644,151.64000026881695,345672.69996643066,2366.3999959230423,0.0,558.0,1988.0,6637.70001077652
2007-04-14,554.2680016607046,155.6099999807775,346050.9301452637,2377.999996006489,0.0,578.0,2008.0,6651.800017118454
2007-04-15,726.1640006154776,171.54400059580803,345940.83003234863,3148.600001335144,0.0,1026.0,2893.0,8183.733358860016
2007-04-16,952.3900014460087,186.07400046288967,346546.2798919678,4136.399996995926,952.0,1305.0,4656.0,8960.16665649414
2007-04-17,1223.7339998483658,218.35400042682886,345881.7599182129,5314.79999256134,1532.0,389.0,6199.0,12275.566644191742
2007-04-18,998.2459995001554,165.22400057315826,345811.36044311523,4313.400002360344,1579.0,355.0,3430.0,11273.433342218399
2007-04-19,1028.6579997986555,149.66000033915043,346218.9698944092,4400.400004088879,733.0,1605.0,5748.0,9058.300003528595
2007-04-20,822.5800006687641,145.64600024744868,345791.36990356445,3592.5999960303307,1069.0,360.0,3499.0,8781.666678667068
2007-04-21,1673.656001470983,212.65799992904067,344467.06005859375,7251.400019645691,6575.0,463.0,11129.0,9727.266653060913
2007-04-22,2233.7140015661716,267.1940003782511,345036.78956604004,9631.399993956089,4264.0,2287.0,11102.0,19575.566746473312
2007-04-23,1054.5659972056746,135.64000035822392,341619.3299560547,4700.400006175041,1402.0,506.0,6005.0,9663.100002408028
2007-04-24,1032.0999984517694,135.26400033012033,338896.69020080566,4528.600010871887,1125.0,527.0,6680.0,8869.666690707207
2007-04-25,1264.162001028657,164.73600036278367,338315.19999694824,5555.6000045239925,0.0,1469.0,8812.0,10788.366669774055
2007-04-26,1275.466000676155,163.60600052028894,338093.7099609375,5650.200001001358,1324.0,1845.0,7163.0,10925.766668438911
2007-04-27,1094.331998437643,161.92800033465028,338711.2799835205,4770.000009775162,1772.0,545.0,4756.0,11165.866671919823
2007-04-28,1113.6939986646175,163.7440003566444,338660.2399749756,4850.400012254715,1772.0,563.0,4756.0,11470.566672682762
2007-04-29,1113.6939986646175,163.7440003566444,338660.2399749756,4850.400012254715,1772.0,563.0,4756.0,11470.566672682762
2007-04-30,814.7800003290176,160.9600000306964,338452.47985839844,3613.4000062942505,1214.0,853.0,3299.0,8213.66666662693
2007-05-01,1663.858002960682,181.6080003120005,337937.3300933838,7305.599994838238,4005.0,995.0,8546.0,14184.9666826725
2007-05-02,1003.4860004410148,160.09199995547533,339238.18995666504,4523.799996078014,7.0,1490.0,3754.0,11473.766657829285
2007-05-03,1090.2380003035069,150.94200056418777,338594.2399597168,4763.000015795231,1906.0,1725.0,7836.0,6703.633346199989
2007-05-04,998.128001049161,174.74000043794513,339422.6799468994,4432.400002479553,2259.0,538.0,3990.0,9848.466651082039
2007-05-05,1563.0520001873374,174.1020002141595,338450.43003845215,6819.999986290932,2913.0,2493.0,11303.0,9341.866653680801
2007-05-06,2102.1039993464947,182.33600021153688,337549.90003967285,9229.000017762184,3215.0,949.0,10095.0,20776.06666636467
2007-05-07,1643.6640000864863,168.91800015419722,337733.2402038574,7172.600002944469,946.0,4935.0,9433.0,12080.400032043457
2007-05-08,1789.292000874877,181.61200032010674,338264.98025512695,7713.200005233288,4581.0,2011.0,8777.0,14452.533372402191
2007-05-09,1665.7360020950437,183.48400011658669,338218.1600494385,7280.8000103235245,3018.0,5631.0,9474.0,9639.266662597656
2007-05-10,707.8840008750558,168.3140000216663,339546.61012268066,3177.8000127077103,946.0,534.0,3261.0,7057.066681265831
2007-05-11,979.1540003791451,132.0960002616048,338730.84996032715,4359.799998104572,926.0,491.0,6471.0,8431.233335733414
2007-05-12,1441.5660024434328,209.17200042307377,338000.9802246094,6279.200031816959,2247.0,1075.0,10408.0,10296.099982976913
2007-05-13,1634.7379998117685,220.6700000986457,339420.53994750977,7155.600008964539,3612.0,2414.0,8958.0,12261.633318185806
2007-05-14,1467.78200045228,298.5520009174943,339393.7000732422,6586.799982786179,3176.0,2417.0,5517.0,13353.033343315125
2007-05-15,904.3920008987188,111.1820003092289,339281.2700958252,3936.000028014183,0.0,408.0,5318.0,9347.199989080429
2007-05-16,1692.9440011829138,135.8940002284944,338775.57025146484,7303.400000154972,2213.0,5756.0,9077.0,11169.733288526535
2007-05-17,1231.8160014301538,131.188000228256,339650.57998657227,5358.200013995171,1014.0,2073.0,7687.0,9756.266683340073
2007-05-18,1631.5300000309944,171.25799994543195,339832.22021484375,7022.400010943413,3270.0,3913.0,8116.0,11893.16665816307
2007-05-19,1429.4419998675585,167.85800058022141,338320.4005432129,6219.800001144409,4683.0,530.0,7022.0,11589.033363342285
2007-05-20,1968.3280023485422,187.5320004709065,338901.2900390625,8555.79999256134,5420.0,1733.0,7611.0,18041.46670126915
2007-05-21,1120.061998963356,117.2800003811717,337956.35035705566,4807.600002944469,0.0,468.0,9060.0,9139.700015306473
2007-05-22,1132.8519999086857,128.91600043326616,339092.02976989746,4895.800003767014,931.0,3966.0,3984.0,9999.866666555405
2007-05-23,1464.9359989017248,165.87800036743283,338129.9901275635,6332.4000161886215,956.0,3792.0,8119.0,11548.600006103516
2007-05-24,1154.3880002349615,135.56000015884638,339186.3299713135,4985.400003552437,955.0,4116.0,4746.0,9422.800065517426
2007-05-25,1614.2200010120869,174.5880001038313,337603.96995544434,7003.399998605251,8060.0,586.0,6539.0,11718.666634321213
2007-05-26,1512.2480018883944,174.24000063166022,338500.6403808594,6570.399991035461,2373.0,2754.0,8628.0,11449.133340597153
2007-05-27,2153.8079986423254,219.89399997889996,338268.1502532959,9369.400029659271,4366.0,5534.0,10444.0,15552.800042390823
2007-05-28,1637.468001037836,151.1000006645918,338265.4698944092,7087.599997878075,4554.0,473.0,9586.0,12678.133324861526
2007-05-29,1061.3399982750416,113.24400034174323,339399.8601989746,4618.399998724461,0.0,1907.0,4332.0,11450.000012159348
2007-05-30,1609.8659993857145,147.05800026655197,338157.210067749,6952.999999940395,2250.0,5948.0,7804.0,10829.10002541542
2007-05-31,938.5500000864267,129.58600055798888,338539.00033569336,4020.200011074543,935.0,477.0,3552.0,10678.499980688095
2007-06-01,1046.0900003910065,143.51600032299757,338862.1198577881,4517.4000009298325,0.0,485.0,7664.0,9285.833364486694
2007-06-02,1484.3620001077652,166.10800049826503,337635.39990234375,6442.599998116493,3971.0,1250.0,7633.0,11885.366659641266
2007-06-03,2108.0259989202023,182.4580004438758,338057.8198699951,9148.200001835823,4985.0,7529.0,8334.0,14285.766607999802
2007-06-04,911.6180006712675,223.1920004375279,338037.21981811523,4064.0000337958336,1585.0,836.0,4533.0,8239.633316993713
2007-06-05,1458.8919989168644,255.69200014695525,337957.5799102783,6429.800003051758,4484.0,1027.0,6448.0,12355.866706609726
2007-06-06,1693.942001760006,231.13200039416552,337857.7399597168,7352.8000076413155,3329.0,829.0,11663.0,12411.366659641266
2007-06-07,985.0020003765821,172.3340000808239,337649.4801940918,4294.600020289421,985.0,699.0,3959.0,10773.69999551773
2007-06-08,2148.046002328396,229.73200019076467,340124.31980895996,9285.400002360344,2799.0,11440.0,11380.0,10181.766677379608
2007-06-09,1137.1360004097223,232.93600052595139,346542.79989624023,4891.599991261959,990.0,825.0,7254.0,9883.266710281372
2007-06-10,1340.8119990304112,239.09200049191713,346815.77003479004,5768.200012683868,4202.0,1924.0,5983.0,10237.866666913033
2007-06-11,794.654000878334,194.63400046899915,346833.7201843262,3481.8000024557114,0.0,487.0,5328.0,7429.233335614204
2007-06-12,918.7660014405847,216.4159996919334,345923.8499145508,4116.399993121624,1882.0,475.0,3898.0,9057.76667881012
2007-06-13,927.2720004692674,208.2600001655519,346172.5500946045,4057.1999965310097,957.0,857.0,5216.0,8424.53333246708
2007-06-14,1259.0839987322688,231.69600047543645,345380.8103790283,5447.999994844198,3322.0,2147.0,7054.0,8461.733347415924
2007-06-15,989.604000121355,251.76200016215444,346268.710067749,4415.400002837181,2269.0,4011.0,4547.0,5666.3999881744385
2007-06-16,2017.7620027065277,307.5579999871552,344882.4398498535,8603.999989897013,3289.0,4498.0,11108.0,14734.366670489311
2007-06-17,1947.0900040119886,239.81399999931455,345915.6199951172,8307.799990534782,4124.0,5038.0,8734.0,14555.499990463257
2007-06-18,678.4739994853735,180.80999993905425,346717.7299499512,2993.4000073373318,0.0,529.0,4241.0,6537.900006532669
2007-06-19,842.556000187993,187.98600017279387,345985.6501312256,3683.200009763241,973.0,535.0,4357.0,8177.599999189377
2007-06-20,1074.2859998568892,227.3019999973476,345824.879989624,4761.800012767315,1761.0,2588.0,5106.0,8449.766651272774
2007-06-21,806.9460008665919,222.54600052535534,346427.91972351074,3601.199995726347,932.0,2400.0,3711.0,6406.100021958351
2007-06-22,566.2939999997616,208.52600045874715,346803.30993652344,2602.600006043911,0.0,951.0,3482.0,5005.2333751916885
2007-06-23,477.56599992513657,193.12000013515353,346059.3101654053,2211.400004863739,0.0,786.0,2402.0,4771.433349847794
2007-06-24,714.656000494957,179.36200046539307,347230.390045166,3179.000002205372,0.0,791.0,3449.0,7670.933304071426
2007-06-25,1072.2020009085536,197.27000019326806,346208.05989074707,4680.000020802021,1985.0,3621.0,4816.0,7448.03330886364
2007-06-26,944.9080007746816,182.42000006884336,345736.09004211426,4143.000010669231,971.0,1334.0,5231.0,8212.4666659832
2007-06-27,1480.8260000869632,206.99800047650933,345252.1098937988,6378.000009655952,2603.0,6451.0,7270.0,8356.433319330215
2007-06-28,1295.4380001574755,217.4460006840527,344770.0800476074,5601.00000923872,0.0,4368.0,9541.0,7681.633353710175
2007-06-29,1305.6340017467737,206.52600034326315,345860.84005737305,5679.400020003319,4363.0,668.0,6815.0,9914.56663441658
2007-06-30,1335.3140007257462,188.35400057211518,345616.71990966797,5719.000018119812,3049.0,792.0,8376.0,10038.233354330063
2007-07-01,1026.6640001386404,172.44799998030066,345696.7001647949,4436.20001411438,969.0,736.0,4690.0,10716.066682815552
2007-07-02,967.032001838088,176.92400035634637,346567.41009521484,4215.9999942183495,1018.0,5281.0,3445.0,6373.199988126755
2007-07-03,1059.91200093925,180.33800030499697,345869.1901702881,4652.200027704239,467.0,3214.0,4695.0,9289.199966192245
2007-07-04,1003.4100010544062,253.33400035649538,346549.87031555176,4457.400020599365,2329.0,2218.0,5632.0,6544.49999499321
2007-07-05,1057.2900012135506,246.7160006314516,346240.0001525879,4655.80002528429,2922.0,770.0,3973.0,9956.49998998642
2007-07-06,1069.5239998847246,219.3500001952052,346463.20974731445,4706.800008773804,2826.0,3563.0,4005.0,7431.3999836444855
2007-07-07,1358.2060000896454,214.04400026798248,345470.59996032715,5810.200001567602,997.0,3047.0,10177.0,8415.766672730446
2007-07-08,1089.0799992978573,196.92000027373433,346088.0097351074,4736.600004792213,1825.0,2831.0,5277.0,8218.333315372467
2007-07-09,1180.1579999476671,172.42200012877584,346489.4100341797,5063.400003135204,923.0,594.0,9386.0,8766.300005674362
2007-07-10,908.3240013569593,176.24400032311678,345575.5999145508,4012.000001013279,67.0,2227.0,4631.0,8213.733309030533
2007-07-11,722.352000631392,153.85600005835295,347083.2498626709,3167.2000085115433,1015.0,647.0,5284.0,5093.2000069618225
2007-07-12,1069.5819995999336,209.09800016507506,346701.049697876,4656.400001704693,1029.0,2550.0,6419.0,7828.3666706085205
2007-07-13,794.382001593709,206.69399995356798,346830.92024230957,3529.2000066637993,0.0,633.0,4427.0,8179.699979066849
2007-07-14,1288.1699998006225,258.45000034570694,347460.30993652344,5607.399975597858,3775.0,1968.0,6604.0,9122.499983429909
2007-07-15,1041.7100002616644,258.0979998335242,346398.74005126953,4596.600012421608,973.0,934.0,5791.0,9663.833304166794
2007-07-16,853.6739997118711,233.96000040322542,340570.41973876953,3831.200003504753,830.0,695.0,4176.0,8526.900021791458
2007-07-17,719.6319998726249,176.08800012245774,338027.41006469727,3277.8000022768974,848.0,694.0,3335.0,7116.866675615311
2007-07-18,757.0819995999336,156.51400028169155,332767.0499267578,3437.000006020069,909.0,671.0,4628.0,6410.033316373825
2007-07-19,677.8859994187951,187.01200015097857,337337.0798339844,3087.2000002861023,1068.0,703.0,3130.0,6397.099992990494
2007-07-20,1110.4220014959574,223.118000369519,339219.219833374,4970.400006055832,2111.0,2418.0,4765.0,9213.033348560333
2007-07-21,1060.2479991093278,236.15800010040402,337329.539642334,4739.800024032593,428.0,512.0,7756.0,8974.800030827522
2007-07-22,1377.6920002698898,218.33600002899766,339785.0202636719,6090.200013756752,7091.0,2136.0,5580.0,8154.533354520798
2007-07-23,991.0180019959807,143.77000036463141,337681.25,4429.400015592575,1747.0,1288.0,3847.0,9634.966660141945
2007-07-24,825.2839998081326,112.81000044196844,338922.7802581787,3673.4000037312508,0.0,1607.0,5599.0,6548.733333230019
2007-07-25,472.56000213325024,108.23399997875094,339323.1100616455,2130.2000146508217,0.0,151.0,2333.0,5392.000009059906
2007-07-26,924.4999988898635,115.09200040623546,338318.96000671387,4087.000009894371,975.0,3633.0,4346.0,6454.333323717117
2007-07-27,1202.5139999091625,120.45600006729364,339197.2999572754,5217.600010097027,1837.0,49.0,7157.0,10998.900011181831
